Date,modeled_snow_depth_cm
2021-10-08,0
2021-10-08,0
2021-10-08,0
2021-10-08,0
2021-10-08,0
2021-10-08,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-09,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-10,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-11,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-12,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-13,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-14,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-15,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-16,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-17,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-18,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-19,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-20,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-21,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-23,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-24,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-25,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-26,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-27,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-28,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-29,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-30,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-10-31,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-01,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-02,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-03,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-04,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-05,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-06,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-07,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-08,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-09,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-10,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-11,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-12,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-13,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-14,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-15,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-16,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-17,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-18,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-19,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-20,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-21,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-22,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0
2021-11-23,0.02
2021-11-23,0.02
2021-11-23,0.03
2021-11-23,0.02
2021-11-23,0.02
2021-11-23,0.02
2021-11-23,0.02
2021-11-24,0.02
2021-11-24,0.02
2021-11-24,0.01
2021-11-24,0.01
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-24,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-25,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0
2021-11-26,0.1
2021-11-26,0.13
2021-11-26,0.21
2021-11-27,0.29
2021-11-27,0.42
2021-11-27,0.58
2021-11-27,0.71
2021-11-27,0.82
2021-11-27,0.93
2021-11-27,0.99
2021-11-27,1
2021-11-27,1
2021-11-27,1
2021-11-27,1
2021-11-27,1
2021-11-27,1
2021-11-27,0.99
2021-11-27,0.99
2021-11-27,0.99
2021-11-27,0.99
2021-11-27,0.99
2021-11-27,0.99
2021-11-27,0.99
2021-11-27,0.99
2021-11-27,0.98
2021-11-27,0.98
2021-11-27,0.98
2021-11-28,0.98
2021-11-28,0.98
2021-11-28,0.97
2021-11-28,0.97
2021-11-28,0.97
2021-11-28,0.97
2021-11-28,0.97
2021-11-28,0.97
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.96
2021-11-28,0.95
2021-11-28,0.95
2021-11-28,0.95
2021-11-28,0.95
2021-11-28,0.95
2021-11-29,0.95
2021-11-29,0.95
2021-11-29,0.95
2021-11-29,0.95
2021-11-29,0.95
2021-11-29,0.95
2021-11-29,0.95
2021-11-29,1.07
2021-11-29,1.2
2021-11-29,1.33
2021-11-29,1.46
2021-11-29,1.59
2021-11-29,1.72
2021-11-29,1.72
2021-11-29,1.72
2021-11-29,1.72
2021-11-29,1.72
2021-11-29,1.71
2021-11-29,1.71
2021-11-29,1.71
2021-11-29,1.71
2021-11-29,1.71
2021-11-29,1.71
2021-11-29,1.71
2021-11-30,1.71
2021-11-30,1.71
2021-11-30,1.71
2021-11-30,1.71
2021-11-30,1.71
2021-11-30,1.71
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.7
2021-11-30,1.69
2021-11-30,1.69
2021-11-30,1.69
2021-11-30,1.69
2021-12-01,1.69
2021-12-01,1.69
2021-12-01,1.69
2021-12-01,1.69
2021-12-01,1.72
2021-12-01,1.76
2021-12-01,1.81
2021-12-01,1.82
2021-12-01,1.83
2021-12-01,1.84
2021-12-01,1.85
2021-12-01,1.86
2021-12-01,1.87
2021-12-01,1.87
2021-12-01,1.87
2021-12-01,1.87
2021-12-01,1.86
2021-12-01,1.86
2021-12-01,1.85
2021-12-01,1.85
2021-12-01,1.84
2021-12-01,1.84
2021-12-01,1.84
2021-12-01,1.84
2021-12-02,1.84
2021-12-02,1.83
2021-12-02,1.83
2021-12-02,1.83
2021-12-02,1.83
2021-12-02,1.83
2021-12-02,1.83
2021-12-02,1.82
2021-12-02,1.82
2021-12-02,1.82
2021-12-02,1.81
2021-12-02,1.81
2021-12-02,1.82
2021-12-02,1.82
2021-12-02,1.81
2021-12-02,1.81
2021-12-02,1.81
2021-12-02,1.81
2021-12-02,1.81
2021-12-02,1.77
2021-12-02,1.74
2021-12-02,1.73
2021-12-02,1.72
2021-12-02,1.71
2021-12-03,1.71
2021-12-03,1.48
2021-12-03,1.35
2021-12-03,1.24
2021-12-03,1.13
2021-12-03,1.12
2021-12-03,1.1
2021-12-03,1.08
2021-12-03,1.08
2021-12-03,1.08
